time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),hour,year
2016-08-30 12:00:00,21.0,0.0,0.0,15.0,15.0,1.0,2.0,7.1,41.0,12,2016
2016-08-31 12:00:00,23.0,0.0,0.0,68.0,39.0,31.0,49.0,7.4,227.0,12,2016
2016-09-01 12:00:00,23.2,1.1,1.1,100.0,40.0,100.0,100.0,5.3,298.0,12,2016
2016-09-02 12:00:00,19.7,0.0,0.0,40.0,1.0,65.0,0.0,12.7,353.0,12,2016
2016-09-03 12:00:00,19.4,0.0,0.0,62.0,21.0,21.0,100.0,13.3,38.0,12,2016
2016-09-04 12:00:00,17.7,0.0,0.0,22.0,0.0,0.0,74.0,13.7,14.0,12,2016
2016-09-05 12:00:00,17.4,0.0,0.0,42.0,0.0,20.0,100.0,11.5,14.0,12,2016
2016-09-06 12:00:00,22.1,0.0,0.0,100.0,100.0,55.0,0.0,18.7,360.0,12,2016
2016-09-07 12:00:00,22.2,0.0,0.0,49.0,51.0,6.0,0.0,16.6,4.0,12,2016
2016-09-08 12:00:00,21.8,0.0,0.0,79.0,86.0,3.0,0.0,3.6,135.0,12,2016
2016-09-09 12:00:00,25.9,0.2,0.2,30.0,0.0,45.0,10.0,7.3,250.0,12,2016
2016-09-10 12:00:00,24.8,0.0,0.0,70.0,45.0,35.0,29.0,9.3,74.0,12,2016
2016-09-11 12:00:00,25.8,0.6,0.6,34.0,12.0,35.0,6.0,13.1,238.0,12,2016
2016-09-12 12:00:00,16.7,0.0,0.0,0.0,0.0,0.0,0.0,8.7,17.0,12,2016
2016-09-13 12:00:00,17.7,0.0,0.0,5.0,5.0,0.0,0.0,3.8,253.0,12,2016
2016-09-14 12:00:00,20.6,0.0,0.0,12.0,5.0,1.0,22.0,9.0,241.0,12,2016
2016-09-15 12:00:00,17.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,19.0,12,2016
2016-09-16 12:00:00,15.7,0.0,0.0,57.0,59.0,6.0,0.0,2.9,30.0,12,2016
2016-09-17 12:00:00,15.8,0.0,0.0,73.0,72.0,0.0,26.0,1.0,45.0,12,2016
2016-09-18 12:00:00,21.8,0.0,0.0,54.0,18.0,27.0,71.0,8.6,213.0,12,2016
2016-09-19 12:00:00,22.4,0.2,0.2,100.0,99.0,100.0,100.0,1.5,14.0,12,2016
2016-09-20 12:00:00,21.1,0.0,0.0,100.0,100.0,4.0,100.0,8.3,18.0,12,2016
2016-09-21 12:00:00,20.2,0.0,0.0,35.0,5.0,0.0,100.0,8.7,7.0,12,2016
2016-09-22 12:00:00,18.7,0.0,0.0,0.0,0.0,0.0,0.0,7.6,8.0,12,2016
2016-09-23 12:00:00,17.6,0.0,0.0,86.0,94.0,0.0,3.0,2.9,300.0,12,2016
2016-09-24 12:00:00,15.4,0.3,0.3,100.0,100.0,99.0,13.0,16.2,17.0,12,2016
2016-09-25 12:00:00,12.2,0.0,0.0,0.0,0.0,0.0,0.0,8.0,342.0,12,2016
2016-09-26 12:00:00,12.6,0.0,0.0,14.0,11.0,0.0,14.0,7.9,60.0,12,2016
2016-09-27 12:00:00,18.0,0.3,0.3,79.0,10.0,67.0,100.0,6.5,273.0,12,2016
2016-09-28 12:00:00,15.4,0.0,0.0,100.0,98.0,5.0,42.0,16.0,54.0,12,2016
2016-09-29 12:00:00,16.1,0.0,0.0,100.0,83.0,9.0,73.0,20.1,47.0,12,2016
2016-09-30 12:00:00,14.6,1.2,1.2,100.0,96.0,99.0,96.0,21.1,37.0,12,2016
2016-10-01 12:00:00,14.2,0.0,0.0,100.0,100.0,7.0,99.0,16.9,29.0,12,2016
2016-10-02 12:00:00,14.4,0.0,0.0,100.0,100.0,48.0,1.0,8.0,36.0,12,2016
2016-10-03 12:00:00,15.8,0.0,0.0,41.0,24.0,33.0,0.0,4.7,279.0,12,2016
2016-10-04 12:00:00,16.3,0.0,0.0,100.0,90.0,33.0,0.0,11.8,40.0,12,2016
2016-10-05 12:00:00,12.3,0.0,0.0,6.0,7.0,0.0,0.0,11.0,32.0,12,2016
2016-10-06 12:00:00,11.5,0.0,0.0,90.0,100.0,0.0,0.0,5.1,356.0,12,2016
2016-10-07 12:00:00,12.0,0.0,0.0,90.0,100.0,0.0,0.0,3.8,17.0,12,2016
2016-10-08 12:00:00,13.8,0.0,0.0,100.0,100.0,24.0,100.0,6.4,27.0,12,2016
2016-10-09 12:00:00,14.0,1.8,1.8,100.0,96.0,100.0,100.0,19.2,6.0,12,2016
2016-10-10 12:00:00,9.6,0.0,0.0,0.0,0.0,0.0,0.0,17.8,328.0,12,2016
2016-10-11 12:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,9.5,9.0,12,2016
2016-10-12 12:00:00,10.5,0.0,0.0,47.0,51.0,0.0,3.0,6.5,56.0,12,2016
2016-10-13 12:00:00,11.7,0.0,0.0,100.0,99.0,0.0,62.0,3.6,276.0,12,2016
2016-10-14 12:00:00,8.7,0.0,0.0,0.0,0.0,0.0,0.0,10.1,354.0,12,2016
2016-10-15 12:00:00,7.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,12,2016
2016-10-16 12:00:00,9.8,0.0,0.0,3.0,0.0,1.0,7.0,9.4,230.0,12,2016
2016-10-17 12:00:00,15.9,0.0,0.0,1.0,0.0,2.0,0.0,7.8,248.0,12,2016
2016-10-18 12:00:00,16.2,0.0,0.0,5.0,0.0,0.0,15.0,7.1,221.0,12,2016
2016-10-19 12:00:00,19.3,0.0,0.0,22.0,0.0,36.0,0.0,9.7,268.0,12,2016
2016-10-20 12:00:00,15.3,0.0,0.0,47.0,5.0,36.0,69.0,13.0,62.0,12,2016
2016-10-21 12:00:00,18.9,0.0,0.0,100.0,83.0,82.0,48.0,8.3,124.0,12,2016
2016-10-22 12:00:00,10.4,5.3,5.3,100.0,62.0,100.0,1.0,20.7,320.0,12,2016
2016-10-23 12:00:00,8.6,0.0,0.0,26.0,29.0,0.0,0.0,16.7,263.0,12,2016
2016-10-24 12:00:00,10.7,0.0,0.0,0.0,0.0,0.0,0.0,13.1,291.0,12,2016
2016-10-25 12:00:00,7.6,0.0,0.0,0.0,0.0,0.0,0.0,11.5,270.0,12,2016
2016-10-26 12:00:00,4.1,0.0,0.0,0.0,0.0,0.0,0.0,10.5,292.0,12,2016
2016-10-27 12:00:00,5.8,0.5,0.5,100.0,42.0,100.0,100.0,12.7,65.0,12,2016
2016-10-28 12:00:00,7.6,0.0,0.0,23.0,26.0,0.0,0.0,17.7,309.0,12,2016
2016-10-29 12:00:00,4.0,0.0,0.0,23.0,0.0,3.0,70.0,5.5,259.0,12,2016
2016-10-30 12:00:00,13.9,0.0,0.0,42.0,0.0,70.0,0.0,7.3,279.0,12,2016
2016-10-31 12:00:00,7.7,0.0,0.0,44.0,49.0,0.0,0.0,14.3,342.0,12,2016
2016-11-01 12:00:00,5.1,0.0,0.0,27.0,30.0,0.0,0.0,6.7,54.0,12,2016
2016-11-02 12:00:00,10.5,0.0,0.0,46.0,13.0,28.0,59.0,8.9,223.0,12,2016
2016-11-03 12:00:00,12.7,0.0,0.0,33.0,0.0,25.0,60.0,8.9,238.0,12,2016
2016-11-04 12:00:00,10.9,0.0,0.0,12.0,13.0,0.0,0.0,9.2,301.0,12,2016
2016-11-05 12:00:00,5.3,0.0,0.0,1.0,0.0,1.0,0.0,9.4,268.0,12,2016
2016-11-06 12:00:00,10.8,0.0,0.0,7.0,0.0,0.0,22.0,13.5,312.0,12,2016
2016-11-07 12:00:00,4.1,0.0,0.0,0.0,0.0,0.0,0.0,11.5,4.0,12,2016
2016-11-08 12:00:00,5.0,0.0,0.0,1.0,0.0,0.0,2.0,7.3,303.0,12,2016
2016-11-09 12:00:00,10.5,0.0,0.0,71.0,0.0,91.0,54.0,6.1,310.0,12,2016
2016-11-10 12:00:00,5.1,0.0,0.0,0.0,0.0,0.0,0.0,9.7,329.0,12,2016
2016-11-11 12:00:00,9.6,0.0,0.0,0.0,0.0,0.0,0.0,16.1,260.0,12,2016
2016-11-12 12:00:00,2.7,0.0,0.0,0.0,0.0,0.0,0.0,10.9,314.0,12,2016
2016-11-13 12:00:00,3.8,0.0,0.0,20.0,0.0,11.0,44.0,11.4,257.0,12,2016
2016-11-14 12:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,270.0,12,2016
2016-11-15 12:00:00,9.1,1.2,1.2,100.0,94.0,98.0,65.0,13.4,24.0,12,2016
2016-11-16 12:00:00,7.0,0.0,0.0,7.0,5.0,4.0,0.0,11.7,252.0,12,2016
2016-11-17 12:00:00,7.5,0.0,0.0,8.0,9.0,0.0,0.0,8.9,284.0,12,2016
2016-11-18 12:00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,336.0,12,2016
2016-11-19 12:00:00,6.7,0.0,0.0,0.0,0.0,0.0,0.0,7.4,61.0,12,2016
2016-11-20 12:00:00,3.8,0.0,0.0,66.0,7.0,99.0,0.0,21.6,270.0,12,2016
2016-11-21 12:00:00,3.0,0.0,0.0,100.0,73.0,41.0,42.0,21.6,273.0,12,2016
2016-11-22 12:00:00,3.1,0.0,0.0,0.0,0.0,0.0,0.0,20.5,292.0,12,2016
2016-11-23 12:00:00,1.1,0.0,0.0,13.0,0.0,0.0,43.0,11.2,276.0,12,2016
2016-11-24 12:00:00,3.3,0.0,0.0,45.0,0.0,35.0,81.0,9.2,51.0,12,2016
2016-11-25 12:00:00,5.9,0.0,0.0,75.0,52.0,17.0,59.0,3.5,336.0,12,2016
2016-11-26 12:00:00,5.6,0.0,0.0,40.0,6.0,16.0,82.0,10.3,348.0,12,2016
2016-11-27 12:00:00,3.3,0.0,0.0,9.0,8.0,3.0,0.0,9.3,283.0,12,2016
2016-11-28 12:00:00,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5.9,284.0,12,2016
2016-11-29 12:00:00,10.3,0.0,0.0,92.0,4.0,100.0,93.0,13.9,155.0,12,2016
2016-11-30 12:00:00,10.1,0.0,0.0,100.0,98.0,100.0,100.0,6.1,130.0,12,2016
2016-12-01 12:00:00,10.6,0.0,0.0,28.0,30.0,1.0,0.0,12.3,273.0,12,2016
2016-12-02 12:00:00,4.1,0.0,0.0,25.0,0.0,0.0,84.0,15.3,255.0,12,2016
2016-12-03 12:00:00,5.7,0.0,0.0,0.0,0.0,0.0,0.0,18.5,297.0,12,2016
2016-12-04 12:00:00,3.5,0.0,0.0,53.0,30.0,0.0,85.0,6.1,273.0,12,2016
2016-12-05 12:00:00,2.8,0.4,0.4,100.0,100.0,100.0,12.0,5.8,270.0,12,2016
2016-12-06 12:00:00,1.8,0.0,0.0,17.0,0.0,0.0,55.0,6.0,343.0,12,2016
2016-12-07 12:00:00,4.3,0.0,0.0,100.0,100.0,28.0,0.0,9.3,16.0,12,2016
2016-12-08 12:00:00,2.0,0.0,0.0,86.0,0.0,95.0,97.0,7.6,267.0,12,2016
2016-12-09 12:00:00,0.2,0.0,0.0,0.0,0.0,0.0,0.0,18.0,272.0,12,2016
2016-12-10 12:00:00,-2.7,0.0,0.0,3.0,0.0,5.0,0.0,10.5,262.0,12,2016
2016-12-11 12:00:00,-2.6,0.0,0.0,48.0,0.0,32.0,97.0,3.6,270.0,12,2016
2016-12-12 12:00:00,4.0,1.8,1.8,100.0,100.0,100.0,100.0,14.1,230.0,12,2016
2016-12-13 12:00:00,-0.2,0.0,0.0,30.0,0.0,0.0,100.0,6.0,245.0,12,2016
2016-12-14 12:00:00,1.4,0.0,0.0,6.0,7.0,0.0,0.0,10.0,311.0,12,2016
2016-12-15 12:00:00,-2.5,0.0,0.0,2.0,0.0,3.0,0.0,25.1,283.0,12,2016
2016-12-16 12:00:00,-7.5,0.0,0.0,22.0,24.0,0.0,2.0,16.2,269.0,12,2016
2016-12-17 12:00:00,-3.8,1.4,0.0,100.0,92.0,100.0,100.0,5.5,58.0,12,2016
2016-12-18 12:00:00,8.8,0.0,0.0,100.0,84.0,25.0,100.0,23.4,226.0,12,2016
2016-12-19 12:00:00,-3.8,0.0,0.0,30.0,0.0,0.0,99.0,17.2,340.0,12,2016
2016-12-20 12:00:00,-8.6,0.0,0.0,0.0,0.0,0.0,0.0,6.8,360.0,12,2016
2016-12-21 12:00:00,-3.1,0.0,0.0,11.0,0.0,0.0,35.0,5.5,259.0,12,2016
2016-12-22 12:00:00,1.0,0.0,0.0,85.0,1.0,98.0,83.0,5.7,162.0,12,2016
2016-12-23 12:00:00,0.6,0.0,0.0,49.0,54.0,0.0,0.0,9.4,263.0,12,2016
2016-12-24 12:00:00,3.7,0.4,0.4,100.0,100.0,100.0,100.0,10.2,225.0,12,2016
2016-12-25 12:00:00,0.9,0.0,0.0,0.0,0.0,0.0,0.0,8.3,275.0,12,2016
2016-12-26 12:00:00,-2.2,0.0,0.0,28.0,10.0,0.0,64.0,10.8,53.0,12,2016
2016-12-27 12:00:00,11.2,0.0,0.0,85.0,61.0,0.0,100.0,18.1,229.0,12,2016
2016-12-28 12:00:00,2.7,0.0,0.0,64.0,62.0,13.0,0.0,6.8,273.0,12,2016
2016-12-29 12:00:00,1.6,0.0,0.0,100.0,26.0,98.0,100.0,8.9,111.0,12,2016
2016-12-30 12:00:00,0.6,0.0,0.0,24.0,0.0,40.0,0.0,16.1,250.0,12,2016
2016-12-31 12:00:00,-1.6,0.0,0.0,1.0,0.0,0.0,2.0,9.9,226.0,12,2016
2017-01-01 12:00:00,4.5,0.0,0.0,87.0,97.0,0.0,0.0,12.7,245.0,12,2017
2017-01-02 12:00:00,0.8,0.0,0.0,93.0,3.0,100.0,100.0,9.2,51.0,12,2017
2017-01-03 12:00:00,4.2,0.0,0.0,100.0,100.0,75.0,100.0,18.6,41.0,12,2017
2017-01-04 12:00:00,5.5,0.0,0.0,100.0,100.0,59.0,0.0,10.6,235.0,12,2017
2017-01-05 12:00:00,-2.4,0.0,0.0,17.0,0.0,0.0,56.0,18.5,262.0,12,2017
2017-01-06 12:00:00,-2.0,0.1,0.0,79.0,23.0,94.0,6.0,5.8,4.0,12,2017
2017-01-07 12:00:00,-4.6,0.2,0.0,90.0,0.0,100.0,100.0,14.6,16.0,12,2017
2017-01-08 12:00:00,-9.6,0.0,0.0,2.0,1.0,2.0,0.0,14.1,274.0,12,2017
2017-01-09 12:00:00,-12.3,0.0,0.0,1.0,0.0,0.0,4.0,6.8,245.0,12,2017
2017-01-10 12:00:00,-8.2,0.0,0.0,79.0,0.0,82.0,99.0,3.9,146.0,12,2017
2017-01-11 12:00:00,5.0,0.0,0.0,13.0,14.0,0.0,0.0,16.9,236.0,12,2017
2017-01-12 12:00:00,10.4,0.0,0.0,100.0,63.0,28.0,91.0,18.8,223.0,12,2017
2017-01-13 12:00:00,8.4,0.0,0.0,4.0,4.0,0.0,0.0,14.5,325.0,12,2017
2017-01-14 12:00:00,-2.7,0.0,0.0,71.0,0.0,68.0,100.0,4.2,70.0,12,2017
2017-01-15 12:00:00,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,7.1,311.0,12,2017
2017-01-16 12:00:00,-3.5,0.0,0.0,1.0,0.0,0.0,3.0,6.3,336.0,12,2017
2017-01-17 12:00:00,2.4,0.0,0.0,100.0,83.0,93.0,93.0,2.9,187.0,12,2017
2017-01-18 12:00:00,3.9,0.0,0.0,100.0,100.0,59.0,0.0,11.1,13.0,12,2017
2017-01-19 12:00:00,2.9,0.0,0.0,56.0,52.0,11.0,9.0,6.1,273.0,12,2017
2017-01-20 12:00:00,2.7,0.0,0.0,67.0,63.0,0.0,35.0,5.4,42.0,12,2017
2017-01-21 12:00:00,5.7,0.0,0.0,100.0,97.0,16.0,95.0,5.3,242.0,12,2017
2017-01-22 12:00:00,6.0,0.0,0.0,100.0,100.0,43.0,91.0,2.4,117.0,12,2017
2017-01-23 12:00:00,4.8,0.0,0.0,100.0,82.0,90.0,98.0,25.5,59.0,12,2017
2017-01-24 12:00:00,3.1,0.5,0.5,100.0,100.0,74.0,61.0,25.1,13.0,12,2017
2017-01-25 12:00:00,3.1,0.0,0.0,0.0,0.0,0.0,0.0,17.8,302.0,12,2017
2017-01-26 12:00:00,5.7,0.0,0.0,75.0,3.0,88.0,65.0,6.9,313.0,12,2017
2017-01-27 12:00:00,4.8,0.0,0.0,86.0,93.0,4.0,0.0,18.4,253.0,12,2017
2017-01-28 12:00:00,1.6,0.0,0.0,3.0,0.0,0.0,11.0,16.6,246.0,12,2017
2017-01-29 12:00:00,1.0,0.0,0.0,21.0,9.0,21.0,0.0,10.2,225.0,12,2017
2017-01-30 12:00:00,-0.8,0.0,0.0,71.0,13.0,99.0,0.0,9.2,349.0,12,2017
2017-01-31 12:00:00,-3.3,0.0,0.0,85.0,0.0,94.0,96.0,6.0,155.0,12,2017
2017-02-01 12:00:00,2.1,0.0,0.0,16.0,18.0,0.0,1.0,15.8,235.0,12,2017
2017-02-02 12:00:00,0.4,0.0,0.0,85.0,32.0,94.0,0.0,8.7,225.0,12,2017
2017-02-03 12:00:00,-3.0,0.0,0.0,22.0,0.0,0.0,72.0,7.9,313.0,12,2017
2017-02-04 12:00:00,-5.2,0.0,0.0,0.0,0.0,0.0,0.0,16.9,297.0,12,2017
2017-02-05 12:00:00,-0.4,0.0,0.0,40.0,0.0,46.0,42.0,14.5,199.0,12,2017
2017-02-06 12:00:00,2.1,0.0,0.0,0.0,0.0,0.0,0.0,7.3,303.0,12,2017
2017-02-07 12:00:00,2.0,0.0,0.0,89.0,0.0,99.0,100.0,7.7,41.0,12,2017
2017-02-08 12:00:00,7.3,0.0,0.0,71.0,37.0,25.0,77.0,9.0,254.0,12,2017
2017-02-09 12:00:00,-0.7,3.0,0.0,100.0,96.0,100.0,100.0,24.7,352.0,12,2017
2017-02-10 12:00:00,-7.4,0.0,0.0,0.0,0.0,0.0,0.0,16.6,252.0,12,2017
2017-02-11 12:00:00,-0.5,0.0,0.0,46.0,6.0,20.0,95.0,9.4,230.0,12,2017
2017-02-12 12:00:00,0.2,0.7,0.6,100.0,57.0,100.0,96.0,14.2,83.0,12,2017
2017-02-13 12:00:00,1.3,0.0,0.0,38.0,2.0,60.0,0.0,28.9,293.0,12,2017
2017-02-14 12:00:00,-4.0,0.0,0.0,38.0,18.0,0.0,72.0,9.0,275.0,12,2017
2017-02-15 12:00:00,-0.1,0.0,0.0,35.0,4.0,3.0,100.0,7.7,208.0,12,2017
2017-02-16 12:00:00,-0.4,0.0,0.0,2.0,0.0,4.0,0.0,17.3,291.0,12,2017
2017-02-17 12:00:00,-2.7,0.0,0.0,5.0,0.0,0.0,16.0,15.5,288.0,12,2017
2017-02-18 12:00:00,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,6.8,205.0,12,2017
2017-02-19 12:00:00,7.6,0.0,0.0,40.0,0.0,65.0,3.0,8.6,272.0,12,2017
2017-02-20 12:00:00,4.5,0.0,0.0,7.0,8.0,0.0,0.0,8.9,302.0,12,2017
2017-02-21 12:00:00,-0.5,0.0,0.0,30.0,0.0,0.0,100.0,5.1,51.0,12,2017
2017-02-22 12:00:00,4.3,0.0,0.0,58.0,0.0,46.0,100.0,5.7,215.0,12,2017
2017-02-23 12:00:00,4.0,0.0,0.0,86.0,92.0,6.0,0.0,5.5,212.0,12,2017
2017-02-24 12:00:00,7.4,0.0,0.0,24.0,1.0,11.0,56.0,8.1,201.0,12,2017
2017-02-25 12:00:00,10.3,0.0,0.0,100.0,77.0,34.0,76.0,10.1,163.0,12,2017
2017-02-26 12:00:00,3.2,0.0,0.0,11.0,10.0,3.0,0.0,17.4,294.0,12,2017
2017-02-27 12:00:00,0.1,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,12,2017
2017-02-28 12:00:00,5.3,0.0,0.0,65.0,0.0,59.0,99.0,5.4,53.0,12,2017
2017-03-01 12:00:00,12.9,0.0,0.0,100.0,100.0,8.0,100.0,8.3,180.0,12,2017
2017-03-02 12:00:00,8.8,0.0,0.0,0.0,0.0,0.0,0.0,33.8,270.0,12,2017
2017-03-03 12:00:00,-0.6,0.0,0.0,1.0,1.0,0.0,0.0,14.8,296.0,12,2017
2017-03-04 12:00:00,-5.3,0.0,0.0,63.0,70.0,0.0,0.0,16.6,300.0,12,2017
2017-03-05 12:00:00,-8.7,0.0,0.0,0.0,0.0,0.0,0.0,16.3,315.0,12,2017
2017-03-06 12:00:00,-3.0,0.0,0.0,7.0,0.0,12.0,0.0,6.7,36.0,12,2017
2017-03-07 12:00:00,5.9,0.2,0.2,100.0,93.0,100.0,86.0,7.7,139.0,12,2017
2017-03-08 12:00:00,10.4,0.0,0.0,100.0,99.0,100.0,83.0,20.6,303.0,12,2017
2017-03-09 12:00:00,9.9,0.0,0.0,0.0,0.0,0.0,0.0,19.7,255.0,12,2017
2017-03-10 12:00:00,1.7,0.5,0.0,100.0,36.0,100.0,100.0,12.9,36.0,12,2017
2017-03-11 12:00:00,-6.7,0.0,0.0,88.0,82.0,24.0,0.0,17.7,299.0,12,2017
2017-03-12 12:00:00,-6.5,0.0,0.0,3.0,3.0,0.0,0.0,16.8,318.0,12,2017
2017-03-13 12:00:00,-6.6,0.0,0.0,0.0,0.0,0.0,0.0,5.1,321.0,12,2017
2017-03-14 12:00:00,-1.2,4.3,0.0,100.0,100.0,100.0,100.0,28.1,40.0,12,2017
2017-03-15 12:00:00,-5.9,0.0,0.0,44.0,0.0,73.0,0.0,19.2,257.0,12,2017
2017-03-16 12:00:00,-4.2,0.0,0.0,5.0,0.0,9.0,0.0,17.1,262.0,12,2017
2017-03-17 12:00:00,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,13.6,258.0,12,2017
2017-03-18 12:00:00,-0.9,0.0,0.0,74.0,29.0,80.0,0.0,10.0,64.0,12,2017
2017-03-19 12:00:00,1.3,0.0,0.0,83.0,0.0,89.0,99.0,16.3,18.0,12,2017
2017-03-20 12:00:00,1.1,0.0,0.0,0.0,0.0,0.0,0.0,12.5,327.0,12,2017
2017-03-21 12:00:00,4.8,0.0,0.0,57.0,7.0,38.0,93.0,5.4,290.0,12,2017
2017-03-22 12:00:00,3.5,0.0,0.0,0.0,0.0,0.0,0.0,24.3,308.0,12,2017
2017-03-23 12:00:00,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,11.5,314.0,12,2017
2017-03-24 12:00:00,1.6,0.0,0.0,63.0,0.0,61.0,88.0,12.8,191.0,12,2017
2017-03-25 12:00:00,7.2,0.0,0.0,90.0,0.0,100.0,100.0,3.9,236.0,12,2017
2017-03-26 12:00:00,4.0,0.0,0.0,100.0,100.0,44.0,79.0,12.3,52.0,12,2017
2017-03-27 12:00:00,4.3,1.1,1.1,100.0,100.0,100.0,52.0,4.7,67.0,12,2017
2017-03-28 12:00:00,7.0,0.0,0.0,100.0,100.0,83.0,77.0,8.7,66.0,12,2017
2017-03-29 12:00:00,7.5,0.0,0.0,9.0,10.0,0.0,0.0,12.5,342.0,12,2017
2017-03-30 12:00:00,3.4,0.0,0.0,1.0,0.0,1.0,0.0,9.4,7.0,12,2017
2017-03-31 12:00:00,4.2,0.4,0.4,100.0,100.0,100.0,100.0,10.3,102.0,12,2017
2017-04-01 12:00:00,3.5,0.0,0.0,100.0,100.0,98.0,23.0,20.2,355.0,12,2017
2017-04-02 12:00:00,5.3,0.0,0.0,0.0,0.0,0.0,0.0,11.2,315.0,12,2017
2017-04-03 12:00:00,6.0,0.0,0.0,64.0,0.0,57.0,100.0,2.4,333.0,12,2017
2017-04-04 12:00:00,10.6,0.1,0.1,100.0,100.0,48.0,26.0,7.2,90.0,12,2017
2017-04-05 12:00:00,8.8,0.0,0.0,16.0,18.0,0.0,0.0,3.6,96.0,12,2017
2017-04-06 12:00:00,5.3,0.0,0.0,100.0,100.0,100.0,96.0,20.9,79.0,12,2017
2017-04-07 12:00:00,8.0,0.0,0.0,74.0,71.0,16.0,0.0,16.6,229.0,12,2017
2017-04-08 12:00:00,5.4,0.0,0.0,8.0,6.0,4.0,2.0,16.0,279.0,12,2017
2017-04-09 12:00:00,6.6,0.0,0.0,3.0,0.0,0.0,10.0,7.4,293.0,12,2017
2017-04-10 12:00:00,10.0,0.0,0.0,6.0,0.0,0.0,21.0,8.4,220.0,12,2017
2017-04-11 12:00:00,12.8,0.0,0.0,12.0,0.0,0.0,40.0,9.2,239.0,12,2017
2017-04-12 12:00:00,14.6,0.0,0.0,31.0,0.0,2.0,99.0,4.1,15.0,12,2017
2017-04-13 12:00:00,9.6,0.0,0.0,23.0,0.0,0.0,77.0,15.2,324.0,12,2017
2017-04-14 12:00:00,9.4,0.0,0.0,38.0,0.0,63.0,0.0,9.2,21.0,12,2017
2017-04-15 12:00:00,9.1,0.0,0.0,11.0,1.0,3.0,27.0,6.3,211.0,12,2017
2017-04-16 12:00:00,16.0,0.0,0.0,20.0,5.0,25.0,0.0,11.8,250.0,12,2017
2017-04-17 12:00:00,17.9,0.0,0.0,50.0,3.0,38.0,82.0,7.6,289.0,12,2017
2017-04-18 12:00:00,11.2,0.0,0.0,0.0,0.0,0.0,0.0,8.5,12.0,12,2017
2017-04-19 12:00:00,8.3,0.0,0.0,93.0,99.0,4.0,6.0,14.2,126.0,12,2017
2017-04-20 12:00:00,10.7,0.9,0.9,100.0,97.0,100.0,93.0,2.8,50.0,12,2017
2017-04-21 12:00:00,9.7,0.2,0.2,100.0,100.0,100.0,95.0,12.0,74.0,12,2017
2017-04-22 12:00:00,11.4,0.0,0.0,100.0,89.0,83.0,97.0,7.9,30.0,12,2017
2017-04-23 12:00:00,9.2,0.0,0.0,7.0,0.0,0.0,22.0,9.5,9.0,12,2017
2017-04-24 12:00:00,9.4,0.0,0.0,90.0,23.0,92.0,48.0,5.0,111.0,12,2017
2017-04-25 12:00:00,11.4,0.1,0.1,100.0,100.0,30.0,98.0,22.5,50.0,12,2017
2017-04-26 12:00:00,12.6,0.0,0.0,100.0,100.0,32.0,34.0,18.6,22.0,12,2017
2017-04-27 12:00:00,16.0,0.0,0.0,97.0,99.0,0.0,25.0,3.8,163.0,12,2017
2017-04-28 12:00:00,15.7,0.0,0.0,41.0,28.0,25.0,1.0,2.2,279.0,12,2017
2017-04-29 12:00:00,18.3,0.0,0.0,54.0,25.0,2.0,100.0,6.1,177.0,12,2017
2017-04-30 12:00:00,14.9,0.0,0.0,100.0,100.0,29.0,70.0,13.3,49.0,12,2017
