time,temperature_2m (°C),precipitation (mm),rain (mm),cloudcover (%),cloudcover_low (%),cloudcover_mid (%),cloudcover_high (%),windspeed_10m (km/h),winddirection_10m (°),hour,year
2017-05-01 12:00:00,9.9,0.0,0.0,100.0,100.0,29.0,68.0,4.6,72.0,12,2017
2017-05-02 12:00:00,18.9,0.4,0.4,100.0,99.0,59.0,8.0,11.2,237.0,12,2017
2017-05-03 12:00:00,15.7,0.0,0.0,16.0,0.0,27.0,0.0,16.8,279.0,12,2017
2017-05-04 12:00:00,11.1,0.0,0.0,10.0,0.0,0.0,33.0,6.6,61.0,12,2017
2017-05-05 12:00:00,12.1,0.5,0.5,100.0,34.0,99.0,100.0,21.3,79.0,12,2017
2017-05-06 12:00:00,16.2,0.0,0.0,53.0,25.0,1.0,100.0,15.4,169.0,12,2017
2017-05-07 12:00:00,11.5,0.0,0.0,5.0,6.0,0.0,0.0,16.1,230.0,12,2017
2017-05-08 12:00:00,8.8,0.0,0.0,13.0,5.0,14.0,0.0,16.3,298.0,12,2017
2017-05-09 12:00:00,9.5,0.0,0.0,87.0,0.0,96.0,97.0,4.6,45.0,12,2017
2017-05-10 12:00:00,11.0,0.0,0.0,2.0,0.0,3.0,0.0,6.4,38.0,12,2017
2017-05-11 12:00:00,11.3,0.0,0.0,21.0,0.0,0.0,70.0,9.3,28.0,12,2017
2017-05-12 12:00:00,11.6,0.0,0.0,53.0,43.0,0.0,48.0,3.9,22.0,12,2017
2017-05-13 12:00:00,10.5,1.5,1.5,100.0,95.0,100.0,100.0,11.5,76.0,12,2017
2017-05-14 12:00:00,10.0,0.0,0.0,31.0,29.0,9.0,0.0,14.6,322.0,12,2017
2017-05-15 12:00:00,13.7,0.0,0.0,68.0,12.0,63.0,63.0,22.4,298.0,12,2017
2017-05-16 12:00:00,15.8,0.0,0.0,3.0,0.0,0.0,9.0,9.8,294.0,12,2017
2017-05-17 12:00:00,17.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,229.0,12,2017
2017-05-18 12:00:00,22.5,0.0,0.0,33.0,0.0,24.0,62.0,7.8,248.0,12,2017
2017-05-19 12:00:00,24.0,0.0,0.0,2.0,0.0,0.0,7.0,11.8,250.0,12,2017
2017-05-20 12:00:00,15.8,0.2,0.2,58.0,7.0,83.0,7.0,17.4,50.0,12,2017
2017-05-21 12:00:00,13.8,0.0,0.0,30.0,0.0,0.0,99.0,6.8,93.0,12,2017
2017-05-22 12:00:00,13.2,0.4,0.4,100.0,94.0,100.0,98.0,9.8,118.0,12,2017
2017-05-23 12:00:00,15.3,0.0,0.0,46.0,18.0,0.0,99.0,9.4,23.0,12,2017
2017-05-24 12:00:00,15.2,0.0,0.0,93.0,25.0,92.0,51.0,6.1,45.0,12,2017
2017-05-25 12:00:00,13.4,1.6,1.6,100.0,100.0,100.0,100.0,21.5,76.0,12,2017
2017-05-26 12:00:00,14.0,0.0,0.0,100.0,76.0,74.0,59.0,8.9,302.0,12,2017
2017-05-27 12:00:00,17.4,0.0,0.0,30.0,5.0,4.0,77.0,5.7,305.0,12,2017
2017-05-28 12:00:00,16.3,0.0,0.0,100.0,95.0,34.0,100.0,6.8,108.0,12,2017
2017-05-29 12:00:00,14.1,0.6,0.6,100.0,99.0,84.0,36.0,12.6,77.0,12,2017
2017-05-30 12:00:00,14.0,0.0,0.0,100.0,100.0,0.0,100.0,12.3,140.0,12,2017
2017-05-31 12:00:00,15.6,0.3,0.3,100.0,100.0,31.0,79.0,8.7,38.0,12,2017
2017-06-01 12:00:00,16.4,0.0,0.0,65.0,50.0,34.0,0.0,4.3,228.0,12,2017
2017-06-02 12:00:00,16.6,0.0,0.0,1.0,0.0,0.0,4.0,4.1,218.0,12,2017
2017-06-03 12:00:00,13.8,0.9,0.9,89.0,0.0,100.0,98.0,14.0,258.0,12,2017
2017-06-04 12:00:00,16.8,0.0,0.0,28.0,0.0,24.0,46.0,1.0,45.0,12,2017
2017-06-05 12:00:00,16.9,0.0,0.0,100.0,99.0,78.0,99.0,5.6,40.0,12,2017
2017-06-06 12:00:00,13.9,0.7,0.7,100.0,100.0,89.0,0.0,13.3,38.0,12,2017
2017-06-07 12:00:00,13.5,0.0,0.0,92.0,99.0,4.0,0.0,9.8,17.0,12,2017
2017-06-08 12:00:00,15.5,0.0,0.0,29.0,0.0,0.0,96.0,6.6,49.0,12,2017
2017-06-09 12:00:00,14.9,0.0,0.0,17.0,0.0,0.0,55.0,8.7,246.0,12,2017
2017-06-10 12:00:00,20.0,0.0,0.0,9.0,0.0,15.0,0.0,8.0,278.0,12,2017
2017-06-11 12:00:00,22.5,0.0,0.0,17.0,0.0,0.0,58.0,9.2,259.0,12,2017
2017-06-12 12:00:00,23.9,0.0,0.0,0.0,0.0,0.0,0.0,5.8,277.0,12,2017
2017-06-13 12:00:00,25.5,0.0,0.0,9.0,0.0,11.0,9.0,7.2,270.0,12,2017
2017-06-14 12:00:00,22.5,0.4,0.4,100.0,54.0,83.0,14.0,8.5,28.0,12,2017
2017-06-15 12:00:00,18.8,0.0,0.0,64.0,22.0,73.0,0.0,7.6,121.0,12,2017
2017-06-16 12:00:00,18.6,0.4,0.4,100.0,100.0,92.0,36.0,12.9,103.0,12,2017
2017-06-17 12:00:00,19.5,1.6,1.6,100.0,100.0,89.0,26.0,4.1,38.0,12,2017
2017-06-18 12:00:00,23.7,0.0,0.0,91.0,97.0,7.0,0.0,10.1,184.0,12,2017
2017-06-19 12:00:00,25.7,0.0,0.0,22.0,19.0,4.0,8.0,13.2,209.0,12,2017
2017-06-20 12:00:00,23.2,0.0,0.0,27.0,30.0,0.0,0.0,13.2,244.0,12,2017
2017-06-21 12:00:00,22.6,0.0,0.0,16.0,0.0,6.0,40.0,6.9,264.0,12,2017
2017-06-22 12:00:00,21.5,0.0,0.0,20.0,0.0,0.0,65.0,3.9,34.0,12,2017
2017-06-23 12:00:00,25.3,0.0,0.0,32.0,0.0,5.0,95.0,6.7,216.0,12,2017
2017-06-24 12:00:00,22.9,19.2,19.2,100.0,13.0,99.0,95.0,6.4,286.0,12,2017
2017-06-25 12:00:00,22.8,0.0,0.0,3.0,0.0,5.0,0.0,0.8,297.0,12,2017
2017-06-26 12:00:00,20.7,0.0,0.0,2.0,1.0,1.0,0.0,6.9,298.0,12,2017
2017-06-27 12:00:00,17.9,0.5,0.5,36.0,0.0,48.0,25.0,3.5,24.0,12,2017
2017-06-28 12:00:00,18.5,0.0,0.0,0.0,0.0,0.0,0.0,10.5,308.0,12,2017
2017-06-29 12:00:00,20.7,0.0,0.0,20.0,0.0,0.0,68.0,10.2,212.0,12,2017
2017-06-30 12:00:00,23.7,0.0,0.0,16.0,1.0,22.0,7.0,12.5,221.0,12,2017
2017-07-01 12:00:00,24.6,0.0,0.0,25.0,4.0,35.0,2.0,8.3,178.0,12,2017
2017-07-02 12:00:00,24.5,0.0,0.0,1.0,0.0,1.0,0.0,7.6,295.0,12,2017
2017-07-03 12:00:00,24.7,0.0,0.0,2.0,0.0,1.0,6.0,6.8,288.0,12,2017
2017-07-04 12:00:00,23.0,0.3,0.3,37.0,0.0,54.0,16.0,9.8,17.0,12,2017
2017-07-05 12:00:00,23.4,0.0,0.0,19.0,2.0,9.0,40.0,8.9,50.0,12,2017
2017-07-06 12:00:00,21.8,0.3,0.3,61.0,3.0,47.0,100.0,6.0,107.0,12,2017
2017-07-07 12:00:00,21.4,1.2,1.2,100.0,100.0,100.0,100.0,14.4,37.0,12,2017
2017-07-08 12:00:00,22.9,0.0,0.0,44.0,0.0,72.0,3.0,6.3,257.0,12,2017
2017-07-09 12:00:00,22.2,0.0,0.0,0.0,0.0,0.0,0.0,7.9,309.0,12,2017
2017-07-10 12:00:00,21.4,0.0,0.0,38.0,0.0,64.0,0.0,4.4,235.0,12,2017
2017-07-11 12:00:00,24.9,0.0,0.0,15.0,1.0,10.0,27.0,7.0,258.0,12,2017
2017-07-12 12:00:00,25.5,0.0,0.0,23.0,9.0,14.0,23.0,9.9,260.0,12,2017
2017-07-13 12:00:00,27.0,0.0,0.0,51.0,12.0,23.0,89.0,9.1,236.0,12,2017
2017-07-14 12:00:00,19.6,0.8,0.8,100.0,100.0,100.0,100.0,12.1,80.0,12,2017
2017-07-15 12:00:00,21.3,0.0,0.0,100.0,100.0,51.0,0.0,5.9,284.0,12,2017
2017-07-16 12:00:00,22.2,0.0,0.0,5.0,2.0,0.0,9.0,6.5,326.0,12,2017
2017-07-17 12:00:00,23.8,0.0,0.0,38.0,32.0,11.0,10.0,2.3,231.0,12,2017
2017-07-18 12:00:00,24.2,0.0,0.0,75.0,68.0,9.0,27.0,4.4,235.0,12,2017
2017-07-19 12:00:00,25.7,0.0,0.0,50.0,56.0,0.0,0.0,8.8,261.0,12,2017
2017-07-20 12:00:00,26.6,0.0,0.0,2.0,0.0,0.0,7.0,3.9,292.0,12,2017
2017-07-21 12:00:00,26.5,0.0,0.0,2.0,0.0,3.0,0.0,7.2,307.0,12,2017
2017-07-22 12:00:00,26.3,0.0,0.0,1.0,0.0,1.0,0.0,5.1,8.0,12,2017
2017-07-23 12:00:00,24.0,0.2,0.2,100.0,95.0,98.0,73.0,0.4,360.0,12,2017
2017-07-24 12:00:00,20.4,5.4,5.4,100.0,100.0,89.0,87.0,15.8,55.0,12,2017
2017-07-25 12:00:00,18.4,0.0,0.0,100.0,100.0,20.0,0.0,5.0,60.0,12,2017
2017-07-26 12:00:00,19.2,0.0,0.0,51.0,22.0,52.0,0.0,4.8,27.0,12,2017
2017-07-27 12:00:00,19.6,0.0,0.0,100.0,80.0,39.0,74.0,4.5,209.0,12,2017
2017-07-28 12:00:00,22.4,0.0,0.0,100.0,98.0,3.0,89.0,7.2,6.0,12,2017
2017-07-29 12:00:00,19.7,1.0,1.0,83.0,28.0,46.0,99.0,19.8,25.0,12,2017
2017-07-30 12:00:00,19.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,358.0,12,2017
2017-07-31 12:00:00,20.1,0.0,0.0,0.0,0.0,0.0,0.0,5.2,304.0,12,2017
2017-08-01 12:00:00,23.9,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.0,12,2017
2017-08-02 12:00:00,23.6,0.0,0.0,100.0,98.0,41.0,99.0,5.6,297.0,12,2017
2017-08-03 12:00:00,21.9,0.0,0.0,59.0,59.0,10.0,0.0,0.8,333.0,12,2017
2017-08-04 12:00:00,22.9,0.0,0.0,49.0,9.0,28.0,80.0,9.1,162.0,12,2017
2017-08-05 12:00:00,21.9,0.6,0.6,100.0,59.0,50.0,99.0,4.0,190.0,12,2017
2017-08-06 12:00:00,19.2,0.0,0.0,23.0,0.0,0.0,78.0,11.9,305.0,12,2017
2017-08-07 12:00:00,20.5,0.0,0.0,91.0,1.0,100.0,100.0,4.0,270.0,12,2017
2017-08-08 12:00:00,19.9,0.0,0.0,100.0,64.0,48.0,100.0,7.7,319.0,12,2017
2017-08-09 12:00:00,20.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,333.0,12,2017
2017-08-10 12:00:00,21.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,360.0,12,2017
2017-08-11 12:00:00,21.6,0.0,0.0,15.0,0.0,25.0,0.0,4.7,189.0,12,2017
2017-08-12 12:00:00,19.9,0.0,0.0,100.0,100.0,7.0,53.0,6.2,69.0,12,2017
2017-08-13 12:00:00,22.7,0.0,0.0,4.0,4.0,0.0,1.0,8.3,304.0,12,2017
2017-08-14 12:00:00,21.4,0.0,0.0,53.0,36.0,5.0,60.0,6.0,33.0,12,2017
2017-08-15 12:00:00,22.1,0.0,0.0,83.0,14.0,70.0,96.0,7.4,133.0,12,2017
2017-08-16 12:00:00,21.7,0.0,0.0,89.0,99.0,0.0,0.0,9.3,324.0,12,2017
2017-08-17 12:00:00,21.4,0.0,0.0,34.0,2.0,24.0,59.0,7.1,30.0,12,2017
2017-08-18 12:00:00,23.8,1.9,1.9,100.0,97.0,31.0,42.0,10.8,180.0,12,2017
2017-08-19 12:00:00,24.2,0.0,0.0,5.0,1.0,2.0,8.0,6.4,313.0,12,2017
2017-08-20 12:00:00,22.1,0.0,0.0,0.0,0.0,0.0,0.0,13.3,311.0,12,2017
2017-08-21 12:00:00,21.8,0.0,0.0,24.0,0.0,0.0,81.0,5.6,255.0,12,2017
2017-08-22 12:00:00,24.0,0.0,0.0,100.0,100.0,13.0,89.0,11.6,210.0,12,2017
2017-08-23 12:00:00,23.6,0.0,0.0,71.0,3.0,96.0,35.0,10.7,303.0,12,2017
2017-08-24 12:00:00,20.0,0.0,0.0,1.0,0.0,1.0,0.0,9.2,339.0,12,2017
2017-08-25 12:00:00,18.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,345.0,12,2017
2017-08-26 12:00:00,17.5,0.0,0.0,1.0,0.0,2.0,0.0,9.4,7.0,12,2017
2017-08-27 12:00:00,17.2,0.0,0.0,10.0,0.0,0.0,33.0,10.8,15.0,12,2017
2017-08-28 12:00:00,18.1,0.0,0.0,39.0,7.0,12.0,85.0,8.7,24.0,12,2017
2017-08-29 12:00:00,17.9,0.0,0.0,100.0,53.0,50.0,100.0,14.3,49.0,12,2017
2017-08-30 12:00:00,16.4,0.0,0.0,3.0,1.0,4.0,0.0,12.6,347.0,12,2017
2017-08-31 12:00:00,18.8,0.0,0.0,1.0,0.0,1.0,0.0,9.0,272.0,12,2017
2017-09-01 12:00:00,13.7,0.0,0.0,3.0,0.0,0.0,9.0,14.0,331.0,12,2017
2017-09-02 12:00:00,13.2,0.0,0.0,26.0,0.0,0.0,87.0,10.9,44.0,12,2017
2017-09-03 12:00:00,16.9,0.6,0.6,100.0,100.0,83.0,1.0,15.3,63.0,12,2017
2017-09-04 12:00:00,17.2,0.0,0.0,0.0,0.0,0.0,0.0,9.1,263.0,12,2017
2017-09-05 12:00:00,20.9,0.0,0.0,27.0,5.0,34.0,8.0,10.5,207.0,12,2017
2017-09-06 12:00:00,20.5,0.5,0.5,81.0,39.0,60.0,33.0,8.7,353.0,12,2017
2017-09-07 12:00:00,16.0,0.0,0.0,33.0,31.0,9.0,0.0,10.5,254.0,12,2017
2017-09-08 12:00:00,15.0,0.0,0.0,3.0,0.0,0.0,10.0,10.7,258.0,12,2017
2017-09-09 12:00:00,14.4,0.0,0.0,0.0,0.0,0.0,0.0,10.8,330.0,12,2017
2017-09-10 12:00:00,14.7,0.0,0.0,0.0,0.0,0.0,0.0,13.3,357.0,12,2017
2017-09-11 12:00:00,13.6,0.0,0.0,11.0,0.0,0.0,35.0,7.9,330.0,12,2017
2017-09-12 12:00:00,15.7,0.0,0.0,30.0,1.0,0.0,98.0,7.2,357.0,12,2017
2017-09-13 12:00:00,17.5,0.0,0.0,5.0,0.0,6.0,3.0,6.6,257.0,12,2017
2017-09-14 12:00:00,21.2,0.0,0.0,100.0,98.0,44.0,97.0,6.8,205.0,12,2017
2017-09-15 12:00:00,20.2,0.0,0.0,90.0,100.0,0.0,0.0,1.5,256.0,12,2017
2017-09-16 12:00:00,20.6,0.0,0.0,100.0,99.0,35.0,0.0,6.5,34.0,12,2017
2017-09-17 12:00:00,20.6,0.0,0.0,94.0,100.0,7.0,0.0,1.1,198.0,12,2017
2017-09-18 12:00:00,20.3,0.0,0.0,100.0,100.0,17.0,0.0,11.5,46.0,12,2017
2017-09-19 12:00:00,21.2,0.0,0.0,77.0,61.0,6.0,63.0,16.3,18.0,12,2017
2017-09-20 12:00:00,22.3,0.0,0.0,100.0,97.0,0.0,98.0,20.5,358.0,12,2017
2017-09-21 12:00:00,21.4,0.0,0.0,29.0,0.0,0.0,95.0,13.6,343.0,12,2017
2017-09-22 12:00:00,19.5,0.0,0.0,1.0,0.0,0.0,3.0,15.2,353.0,12,2017
2017-09-23 12:00:00,20.1,0.0,0.0,1.0,1.0,0.0,0.0,12.3,339.0,12,2017
2017-09-24 12:00:00,20.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,356.0,12,2017
2017-09-25 12:00:00,21.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,45.0,12,2017
2017-09-26 12:00:00,20.1,0.0,0.0,100.0,95.0,0.0,74.0,6.5,56.0,12,2017
2017-09-27 12:00:00,21.5,0.0,0.0,86.0,92.0,6.0,0.0,8.3,34.0,12,2017
2017-09-28 12:00:00,21.6,0.0,0.0,1.0,1.0,0.0,0.0,15.7,340.0,12,2017
2017-09-29 12:00:00,13.0,0.0,0.0,7.0,0.0,0.0,23.0,6.0,335.0,12,2017
2017-09-30 12:00:00,13.6,0.0,0.0,38.0,37.0,7.0,0.0,12.5,309.0,12,2017
2017-10-01 12:00:00,10.8,0.0,0.0,0.0,0.0,0.0,0.0,9.7,4.0,12,2017
2017-10-02 12:00:00,11.6,0.0,0.0,0.0,0.0,0.0,0.0,10.1,4.0,12,2017
2017-10-03 12:00:00,13.4,0.0,0.0,2.0,2.0,0.0,0.0,6.2,54.0,12,2017
2017-10-04 12:00:00,11.7,0.0,0.0,50.0,49.0,0.0,20.0,7.6,239.0,12,2017
2017-10-05 12:00:00,17.2,0.0,0.0,5.0,0.0,3.0,11.0,10.6,235.0,12,2017
2017-10-06 12:00:00,18.6,0.0,0.0,20.0,9.0,20.0,0.0,4.8,297.0,12,2017
2017-10-07 12:00:00,19.4,0.0,0.0,77.0,50.0,54.0,0.0,4.2,121.0,12,2017
2017-10-08 12:00:00,23.0,3.2,3.2,100.0,98.0,92.0,95.0,18.3,196.0,12,2017
2017-10-09 12:00:00,22.6,0.0,0.0,100.0,98.0,80.0,100.0,14.9,188.0,12,2017
2017-10-10 12:00:00,19.8,0.0,0.0,2.0,1.0,0.0,2.0,5.7,305.0,12,2017
2017-10-11 12:00:00,18.0,0.0,0.0,57.0,0.0,74.0,41.0,10.4,34.0,12,2017
2017-10-12 12:00:00,13.8,0.0,0.0,77.0,28.0,84.0,3.0,16.8,48.0,12,2017
2017-10-13 12:00:00,12.4,0.0,0.0,100.0,99.0,44.0,0.0,13.9,65.0,12,2017
2017-10-14 12:00:00,16.9,0.4,0.4,100.0,99.0,93.0,0.0,9.0,23.0,12,2017
2017-10-15 12:00:00,18.6,0.0,0.0,100.0,100.0,0.0,39.0,8.0,207.0,12,2017
2017-10-16 12:00:00,14.6,0.0,0.0,77.0,2.0,93.0,63.0,17.4,320.0,12,2017
2017-10-17 12:00:00,6.2,0.0,0.0,0.0,0.0,0.0,0.0,10.4,358.0,12,2017
2017-10-18 12:00:00,9.1,0.0,0.0,0.0,0.0,0.0,0.0,10.2,262.0,12,2017
2017-10-19 12:00:00,10.3,0.0,0.0,11.0,0.0,0.0,38.0,8.9,227.0,12,2017
2017-10-20 12:00:00,13.0,0.0,0.0,2.0,0.0,0.0,7.0,11.4,288.0,12,2017
2017-10-21 12:00:00,11.6,0.0,0.0,5.0,0.0,0.0,16.0,6.0,335.0,12,2017
2017-10-22 12:00:00,11.0,0.0,0.0,69.0,47.0,0.0,90.0,1.6,297.0,12,2017
2017-10-23 12:00:00,15.6,0.0,0.0,69.0,44.0,0.0,99.0,6.6,112.0,12,2017
2017-10-24 12:00:00,21.3,1.0,1.0,81.0,15.0,64.0,97.0,26.6,167.0,12,2017
2017-10-25 12:00:00,14.1,0.0,0.0,10.0,10.0,2.0,0.0,8.4,313.0,12,2017
2017-10-26 12:00:00,12.6,0.0,0.0,68.0,19.0,70.0,28.0,12.3,310.0,12,2017
2017-10-27 12:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,270.0,12,2017
2017-10-28 12:00:00,10.1,0.0,0.0,13.0,0.0,0.0,43.0,8.3,180.0,12,2017
2017-10-29 12:00:00,17.1,1.4,1.4,100.0,92.0,99.0,100.0,10.5,128.0,12,2017
2017-10-30 12:00:00,9.5,0.3,0.3,100.0,64.0,98.0,6.0,26.3,268.0,12,2017
2017-10-31 12:00:00,8.2,0.0,0.0,0.0,0.0,0.0,0.0,12.3,249.0,12,2017
2017-11-01 12:00:00,7.6,0.0,0.0,82.0,0.0,88.0,98.0,5.1,45.0,12,2017
2017-11-02 12:00:00,13.8,0.0,0.0,100.0,97.0,2.0,52.0,5.5,191.0,12,2017
2017-11-03 12:00:00,13.9,0.0,0.0,24.0,0.0,0.0,79.0,10.5,211.0,12,2017
2017-11-04 12:00:00,7.1,0.0,0.0,27.0,0.0,0.0,91.0,10.7,12.0,12,2017
2017-11-05 12:00:00,11.9,0.0,0.0,95.0,42.0,96.0,0.0,10.9,81.0,12,2017
2017-11-06 12:00:00,17.0,0.0,0.0,100.0,100.0,18.0,98.0,13.1,196.0,12,2017
2017-11-07 12:00:00,6.3,0.0,0.0,12.0,0.0,20.0,0.0,12.2,14.0,12,2017
2017-11-08 12:00:00,5.2,0.0,0.0,93.0,90.0,0.0,39.0,16.8,10.0,12,2017
2017-11-09 12:00:00,5.4,0.0,0.0,75.0,41.0,63.0,0.0,9.4,40.0,12,2017
2017-11-10 12:00:00,4.9,0.0,0.0,2.0,0.0,3.0,0.0,26.1,321.0,12,2017
2017-11-11 12:00:00,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,324.0,12,2017
2017-11-12 12:00:00,0.8,0.0,0.0,71.0,0.0,69.0,100.0,3.8,343.0,12,2017
2017-11-13 12:00:00,5.4,0.3,0.3,100.0,19.0,100.0,97.0,9.8,28.0,12,2017
2017-11-14 12:00:00,2.2,0.0,0.0,40.0,36.0,3.0,18.0,12.4,352.0,12,2017
2017-11-15 12:00:00,2.4,0.0,0.0,24.0,26.0,1.0,0.0,10.0,13.0,12,2017
2017-11-16 12:00:00,9.6,0.7,0.7,100.0,99.0,92.0,0.0,9.5,233.0,12,2017
2017-11-17 12:00:00,5.0,0.0,0.0,27.0,30.0,0.0,0.0,20.7,301.0,12,2017
2017-11-18 12:00:00,0.6,0.0,0.0,30.0,0.0,0.0,100.0,5.4,176.0,12,2017
2017-11-19 12:00:00,14.2,0.6,0.6,100.0,87.0,100.0,8.0,22.1,226.0,12,2017
2017-11-20 12:00:00,3.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,260.0,12,2017
2017-11-21 12:00:00,3.6,0.0,0.0,0.0,0.0,0.0,1.0,12.1,217.0,12,2017
2017-11-22 12:00:00,9.1,1.4,1.4,100.0,50.0,100.0,100.0,8.9,227.0,12,2017
2017-11-23 12:00:00,0.3,0.0,0.0,0.0,0.0,0.0,0.0,8.7,294.0,12,2017
2017-11-24 12:00:00,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.1,262.0,12,2017
2017-11-25 12:00:00,2.1,0.0,0.0,1.0,0.0,0.0,4.0,6.9,227.0,12,2017
2017-11-26 12:00:00,6.8,0.0,0.0,4.0,4.0,0.0,0.0,11.1,283.0,12,2017
2017-11-27 12:00:00,3.5,0.0,0.0,0.0,0.0,0.0,0.0,14.8,267.0,12,2017
2017-11-28 12:00:00,0.7,0.0,0.0,13.0,0.0,0.0,44.0,6.8,72.0,12,2017
2017-11-29 12:00:00,7.1,0.0,0.0,17.0,0.0,28.0,0.0,14.8,244.0,12,2017
2017-11-30 12:00:00,1.3,0.0,0.0,30.0,0.0,0.0,100.0,7.9,43.0,12,2017
2017-12-01 12:00:00,5.4,0.0,0.0,4.0,4.0,0.0,0.0,11.2,318.0,12,2017
2017-12-02 12:00:00,1.4,0.0,0.0,28.0,0.0,0.0,94.0,5.4,4.0,12,2017
2017-12-03 12:00:00,4.5,0.0,0.0,91.0,26.0,68.0,90.0,6.5,56.0,12,2017
2017-12-04 12:00:00,0.3,0.0,0.0,90.0,100.0,0.0,0.0,5.4,4.0,12,2017
2017-12-05 12:00:00,10.4,0.0,0.0,100.0,100.0,93.0,100.0,14.5,150.0,12,2017
2017-12-06 12:00:00,8.0,0.0,0.0,52.0,0.0,37.0,100.0,16.7,276.0,12,2017
2017-12-07 12:00:00,1.9,0.0,0.0,0.0,0.0,0.0,0.0,12.4,260.0,12,2017
2017-12-08 12:00:00,0.9,0.0,0.0,17.0,0.0,11.0,35.0,7.6,270.0,12,2017
2017-12-09 12:00:00,1.6,0.0,0.0,89.0,0.0,99.0,100.0,6.6,351.0,12,2017
2017-12-10 12:00:00,-2.3,0.0,0.0,29.0,0.0,49.0,0.0,13.3,270.0,12,2017
2017-12-11 12:00:00,1.3,0.0,0.0,10.0,3.0,11.0,2.0,8.9,227.0,12,2017
2017-12-12 12:00:00,6.6,0.5,0.5,96.0,7.0,100.0,100.0,12.4,158.0,12,2017
2017-12-13 12:00:00,-5.2,0.0,0.0,100.0,99.0,93.0,0.0,31.7,287.0,12,2017
2017-12-14 12:00:00,-3.3,0.2,0.0,100.0,64.0,100.0,0.0,10.2,8.0,12,2017
2017-12-15 12:00:00,-6.8,0.0,0.0,67.0,0.0,81.0,60.0,3.0,256.0,12,2017
2017-12-16 12:00:00,-4.8,0.0,0.0,7.0,0.0,5.0,12.0,14.9,238.0,12,2017
2017-12-17 12:00:00,-1.3,0.0,0.0,100.0,94.0,43.0,5.0,5.5,58.0,12,2017
2017-12-18 12:00:00,1.1,0.0,0.0,100.0,84.0,97.0,11.0,7.0,21.0,12,2017
2017-12-19 12:00:00,5.2,0.0,0.0,69.0,52.0,21.0,31.0,11.4,242.0,12,2017
2017-12-20 12:00:00,6.2,0.0,0.0,30.0,0.0,0.0,100.0,12.9,297.0,12,2017
2017-12-21 12:00:00,-0.1,0.0,0.0,3.0,0.0,5.0,0.0,5.4,312.0,12,2017
2017-12-22 12:00:00,1.0,0.0,0.0,100.0,33.0,89.0,93.0,8.7,52.0,12,2017
2017-12-23 12:00:00,3.5,0.5,0.5,100.0,100.0,100.0,100.0,10.0,64.0,12,2017
2017-12-24 12:00:00,2.7,0.0,0.0,30.0,0.0,0.0,100.0,7.0,339.0,12,2017
2017-12-25 12:00:00,1.8,0.7,0.7,82.0,26.0,97.0,0.0,15.1,271.0,12,2017
2017-12-26 12:00:00,-3.5,0.0,0.0,26.0,0.0,37.0,14.0,18.7,271.0,12,2017
2017-12-27 12:00:00,-6.4,0.0,0.0,44.0,0.0,73.0,1.0,11.2,312.0,12,2017
2017-12-28 12:00:00,-10.1,0.0,0.0,19.0,21.0,0.0,0.0,18.7,310.0,12,2017
2017-12-29 12:00:00,-10.7,0.0,0.0,53.0,0.0,89.0,0.0,8.9,310.0,12,2017
2017-12-30 12:00:00,-8.4,0.0,0.0,64.0,4.0,100.0,0.0,4.9,197.0,12,2017
2017-12-31 12:00:00,-9.4,0.0,0.0,21.0,0.0,1.0,68.0,15.6,310.0,12,2017
